"rgn_id","sciname","category"
2,"Balaenoptera physalus","EN"
9,"Balaenoptera physalus","EN"
6,"Balaenoptera physalus","EN"
1,"Balaenoptera physalus","EN"
4,"Balaenoptera physalus","EN"
8,"Balaenoptera physalus","EN"
5,"Balaenoptera physalus","EN"
7,"Balaenoptera physalus","EN"
10,"Balaenoptera physalus","EN"
3,"Balaenoptera physalus","EN"
2,"Alopias vulpinus","VU"
9,"Alopias vulpinus","VU"
6,"Alopias vulpinus","VU"
1,"Alopias vulpinus","VU"
4,"Alopias vulpinus","VU"
8,"Alopias vulpinus","VU"
5,"Alopias vulpinus","VU"
7,"Alopias vulpinus","VU"
10,"Alopias vulpinus","VU"
3,"Alopias vulpinus","VU"
2,"Lamna nasus","VU"
9,"Lamna nasus","VU"
6,"Lamna nasus","VU"
1,"Lamna nasus","VU"
4,"Lamna nasus","VU"
8,"Lamna nasus","VU"
5,"Lamna nasus","VU"
7,"Lamna nasus","VU"
10,"Lamna nasus","VU"
3,"Lamna nasus","VU"
2,"Caretta caretta","EN"
9,"Caretta caretta","EN"
6,"Caretta caretta","EN"
1,"Caretta caretta","EN"
4,"Caretta caretta","EN"
8,"Caretta caretta","EN"
5,"Caretta caretta","EN"
7,"Caretta caretta","EN"
10,"Caretta caretta","EN"
3,"Caretta caretta","EN"
2,"Cetorhinus maximus","VU"
9,"Cetorhinus maximus","VU"
6,"Cetorhinus maximus","VU"
1,"Cetorhinus maximus","VU"
4,"Cetorhinus maximus","VU"
8,"Cetorhinus maximus","VU"
5,"Cetorhinus maximus","VU"
7,"Cetorhinus maximus","VU"
10,"Cetorhinus maximus","VU"
3,"Cetorhinus maximus","VU"
2,"Eubalaena glacialis","EX"
9,"Eubalaena glacialis","EX"
6,"Eubalaena glacialis","EX"
1,"Eubalaena glacialis","EX"
4,"Eubalaena glacialis","EX"
8,"Eubalaena glacialis","EX"
5,"Eubalaena glacialis","EX"
7,"Eubalaena glacialis","EX"
10,"Eubalaena glacialis","EX"
3,"Eubalaena glacialis","EX"
2,"Prionace glauca","NT"
9,"Prionace glauca","NT"
6,"Prionace glauca","NT"
1,"Prionace glauca","NT"
4,"Prionace glauca","NT"
8,"Prionace glauca","NT"
5,"Prionace glauca","NT"
7,"Prionace glauca","NT"
10,"Prionace glauca","NT"
3,"Prionace glauca","NT"
2,"Isurus oxyrinchus","VU"
9,"Isurus oxyrinchus","VU"
6,"Isurus oxyrinchus","VU"
1,"Isurus oxyrinchus","VU"
4,"Isurus oxyrinchus","VU"
8,"Isurus oxyrinchus","VU"
5,"Isurus oxyrinchus","VU"
7,"Isurus oxyrinchus","VU"
10,"Isurus oxyrinchus","VU"
3,"Isurus oxyrinchus","VU"
2,"Megaptera novaeangliae","LC"
9,"Megaptera novaeangliae","LC"
6,"Megaptera novaeangliae","LC"
1,"Megaptera novaeangliae","LC"
4,"Megaptera novaeangliae","LC"
8,"Megaptera novaeangliae","LC"
5,"Megaptera novaeangliae","LC"
7,"Megaptera novaeangliae","LC"
10,"Megaptera novaeangliae","LC"
3,"Megaptera novaeangliae","LC"
2,"Balaenoptera acutorostrata","LC"
9,"Balaenoptera acutorostrata","LC"
6,"Balaenoptera acutorostrata","LC"
1,"Balaenoptera acutorostrata","LC"
4,"Balaenoptera acutorostrata","LC"
8,"Balaenoptera acutorostrata","LC"
5,"Balaenoptera acutorostrata","LC"
7,"Balaenoptera acutorostrata","LC"
10,"Balaenoptera acutorostrata","LC"
3,"Balaenoptera acutorostrata","LC"
2,"Balaenoptera musculus","EN"
9,"Balaenoptera musculus","EN"
6,"Balaenoptera musculus","EN"
1,"Balaenoptera musculus","EN"
4,"Balaenoptera musculus","EN"
8,"Balaenoptera musculus","EN"
5,"Balaenoptera musculus","EN"
7,"Balaenoptera musculus","EN"
10,"Balaenoptera musculus","EN"
3,"Balaenoptera musculus","EN"
2,"Balaenoptera borealis","EN"
9,"Balaenoptera borealis","EN"
6,"Balaenoptera borealis","EN"
1,"Balaenoptera borealis","EN"
4,"Balaenoptera borealis","EN"
8,"Balaenoptera borealis","EN"
5,"Balaenoptera borealis","EN"
7,"Balaenoptera borealis","EN"
10,"Balaenoptera borealis","EN"
3,"Balaenoptera borealis","EN"
2,"Isurus paucus","VU"
9,"Isurus paucus","VU"
6,"Isurus paucus","VU"
1,"Isurus paucus","VU"
4,"Isurus paucus","VU"
8,"Isurus paucus","VU"
5,"Isurus paucus","VU"
7,"Isurus paucus","VU"
10,"Isurus paucus","VU"
3,"Isurus paucus","VU"
2,"Carcharodon carcharias","VU"
9,"Carcharodon carcharias","VU"
6,"Carcharodon carcharias","VU"
1,"Carcharodon carcharias","VU"
4,"Carcharodon carcharias","VU"
8,"Carcharodon carcharias","VU"
5,"Carcharodon carcharias","VU"
7,"Carcharodon carcharias","VU"
10,"Carcharodon carcharias","VU"
3,"Carcharodon carcharias","VU"
